%time(s);  Meter 1;   Meter 2;   none;,Col2,Col3,Col4
2.379000000000000057e+02,6.201999999999999957e+00,-1.128000000000000010e-02,0.000000000000000000e+00
2.380000000000000000e+02,6.201999999999999957e+00,-1.081000000000000016e-02,0.000000000000000000e+00
2.380999999999999943e+02,6.201999999999999957e+00,-9.974000000000000227e-03,0.000000000000000000e+00
2.383000000000000114e+02,6.203000000000000291e+00,-9.969999999999999696e-03,0.000000000000000000e+00
2.384000000000000057e+02,6.203999999999999737e+00,-9.858999999999999708e-03,0.000000000000000000e+00
2.385000000000000000e+02,6.203999999999999737e+00,-9.527000000000000746e-03,0.000000000000000000e+00
2.386999999999999886e+02,6.203000000000000291e+00,-9.228999999999999357e-03,0.000000000000000000e+00
2.388000000000000114e+02,6.200999999999999623e+00,-8.798999999999999530e-03,0.000000000000000000e+00
2.390000000000000000e+02,6.200999999999999623e+00,-8.840999999999999900e-03,0.000000000000000000e+00
2.390999999999999943e+02,6.200999999999999623e+00,-8.840999999999999900e-03,0.000000000000000000e+00
2.391999999999999886e+02,6.201999999999999957e+00,-8.833999999999999839e-03,0.000000000000000000e+00
2.394000000000000057e+02,6.201999999999999957e+00,-8.727999999999999647e-03,0.000000000000000000e+00
2.395000000000000000e+02,6.201999999999999957e+00,-8.751000000000000098e-03,0.000000000000000000e+00
2.395999999999999943e+02,6.201999999999999957e+00,-8.751999999999999363e-03,0.000000000000000000e+00
2.398000000000000114e+02,6.201999999999999957e+00,-9.405999999999999431e-03,0.000000000000000000e+00
2.399000000000000057e+02,6.203000000000000291e+00,-9.407999999999999696e-03,0.000000000000000000e+00
2.400999999999999943e+02,6.203000000000000291e+00,-9.277999999999999789e-03,0.000000000000000000e+00
2.401999999999999886e+02,6.203000000000000291e+00,-9.237000000000000419e-03,0.000000000000000000e+00
2.403000000000000114e+02,6.201999999999999957e+00,-9.251999999999999807e-03,0.000000000000000000e+00
2.405000000000000000e+02,6.203000000000000291e+00,-9.185000000000000456e-03,0.000000000000000000e+00
2.405999999999999943e+02,6.201999999999999957e+00,-9.166000000000000536e-03,0.000000000000000000e+00
2.406999999999999886e+02,6.201999999999999957e+00,-9.400000000000000369e-03,0.000000000000000000e+00
2.409000000000000057e+02,6.203000000000000291e+00,-9.938000000000000653e-03,0.000000000000000000e+00
2.410000000000000000e+02,6.203999999999999737e+00,-1.030999999999999972e-02,0.000000000000000000e+00
2.411999999999999886e+02,6.205000000000000071e+00,-1.030000000000000013e-02,0.000000000000000000e+00
2.413000000000000114e+02,6.206000000000000405e+00,-1.027999999999999921e-02,0.000000000000000000e+00
2.414000000000000057e+02,6.208999999999999631e+00,-1.029000000000000054e-02,0.000000000000000000e+00
2.416999999999999886e+02,6.209999999999999964e+00,-9.494000000000000702e-03,0.000000000000000000e+00
2.419000000000000057e+02,6.216000000000000192e+00,-8.744999999999999302e-03,0.000000000000000000e+00
2.421999999999999886e+02,6.219999999999999751e+00,-7.919999999999999957e-03,0.000000000000000000e+00
2.423000000000000114e+02,6.221000000000000085e+00,-7.811000000000000235e-03,0.000000000000000000e+00
2.425000000000000000e+02,6.222999999999999865e+00,-7.420000000000000380e-03,0.000000000000000000e+00
2.426999999999999886e+02,6.224999999999999645e+00,-7.877000000000000321e-03,0.000000000000000000e+00
2.428000000000000114e+02,6.227000000000000313e+00,-7.969000000000000389e-03,0.000000000000000000e+00
2.429000000000000057e+02,6.227000000000000313e+00,-8.380000000000000296e-03,0.000000000000000000e+00
2.430999999999999943e+02,6.227999999999999758e+00,-8.736000000000000709e-03,0.000000000000000000e+00
2.431999999999999886e+02,6.227999999999999758e+00,-9.216999999999999499e-03,0.000000000000000000e+00
2.434000000000000057e+02,6.229000000000000092e+00,-9.471000000000000252e-03,0.000000000000000000e+00
2.435000000000000000e+02,6.230000000000000426e+00,-9.280000000000000054e-03,0.000000000000000000e+00
2.435999999999999943e+02,6.230000000000000426e+00,-9.289000000000000382e-03,0.000000000000000000e+00
2.438000000000000114e+02,6.229000000000000092e+00,-8.699000000000000135e-03,0.000000000000000000e+00
2.439000000000000057e+02,6.230000000000000426e+00,-8.703000000000000666e-03,0.000000000000000000e+00
2.440000000000000000e+02,6.229000000000000092e+00,-8.304000000000000617e-03,0.000000000000000000e+00
2.441999999999999886e+02,6.229000000000000092e+00,-7.818999999999999562e-03,0.000000000000000000e+00
2.444000000000000057e+02,6.229000000000000092e+00,-7.813999999999999765e-03,0.000000000000000000e+00
2.445000000000000000e+02,6.230000000000000426e+00,-7.823999999999999358e-03,0.000000000000000000e+00
2.445999999999999943e+02,6.229000000000000092e+00,-8.311000000000000679e-03,0.000000000000000000e+00
2.446999999999999886e+02,6.227000000000000313e+00,-8.510999999999999469e-03,0.000000000000000000e+00
2.449000000000000057e+02,6.225999999999999979e+00,-8.755000000000000629e-03,0.000000000000000000e+00
2.450000000000000000e+02,6.227999999999999758e+00,-9.017000000000000709e-03,0.000000000000000000e+00
2.450999999999999943e+02,6.229000000000000092e+00,-9.169999999999999332e-03,0.000000000000000000e+00
2.453000000000000114e+02,6.227999999999999758e+00,-8.817999999999999450e-03,0.000000000000000000e+00
2.455000000000000000e+02,6.227000000000000313e+00,-8.798000000000000265e-03,0.000000000000000000e+00
2.455999999999999943e+02,6.225999999999999979e+00,-8.758000000000000160e-03,0.000000000000000000e+00
2.456999999999999886e+02,6.224999999999999645e+00,-8.293999999999999290e-03,0.000000000000000000e+00
2.458000000000000114e+02,6.227000000000000313e+00,-8.290999999999999759e-03,0.000000000000000000e+00
2.460000000000000000e+02,6.224999999999999645e+00,-8.411000000000000074e-03,0.000000000000000000e+00
2.460999999999999943e+02,6.224999999999999645e+00,-8.831000000000000308e-03,0.000000000000000000e+00
2.461999999999999886e+02,6.224000000000000199e+00,-8.809000000000000857e-03,0.000000000000000000e+00
2.464000000000000057e+02,6.224999999999999645e+00,-9.978000000000000758e-03,0.000000000000000000e+00
2.465999999999999943e+02,6.224999999999999645e+00,-1.042000000000000044e-02,0.000000000000000000e+00
2.466999999999999886e+02,6.224999999999999645e+00,-1.086999999999999945e-02,0.000000000000000000e+00
2.468000000000000114e+02,6.224000000000000199e+00,-1.127000000000000050e-02,0.000000000000000000e+00
2.469000000000000057e+02,6.222999999999999865e+00,-1.122000000000000081e-02,0.000000000000000000e+00
2.473000000000000114e+02,6.224000000000000199e+00,-1.128999999999999969e-02,0.000000000000000000e+00
2.474000000000000057e+02,6.225999999999999979e+00,-1.128000000000000010e-02,0.000000000000000000e+00
2.476999999999999886e+02,6.229000000000000092e+00,-1.034000000000000023e-02,0.000000000000000000e+00
2.478000000000000114e+02,6.229000000000000092e+00,-9.950999999999999776e-03,0.000000000000000000e+00
2.480000000000000000e+02,6.229000000000000092e+00,-9.976000000000000492e-03,0.000000000000000000e+00
2.481999999999999886e+02,6.229000000000000092e+00,-9.856000000000000177e-03,0.000000000000000000e+00
2.483000000000000114e+02,6.227999999999999758e+00,-9.846000000000000585e-03,0.000000000000000000e+00
2.484000000000000057e+02,6.227999999999999758e+00,-1.029000000000000054e-02,0.000000000000000000e+00
2.485999999999999943e+02,6.227000000000000313e+00,-1.077999999999999965e-02,0.000000000000000000e+00
2.488000000000000114e+02,6.227999999999999758e+00,-1.027999999999999921e-02,0.000000000000000000e+00
2.489000000000000057e+02,6.227000000000000313e+00,-1.027999999999999921e-02,0.000000000000000000e+00
2.490000000000000000e+02,6.227999999999999758e+00,-9.867000000000000770e-03,0.000000000000000000e+00
2.490999999999999943e+02,6.227000000000000313e+00,-9.900000000000000813e-03,0.000000000000000000e+00
2.493000000000000114e+02,6.224999999999999645e+00,-9.315000000000000363e-03,0.000000000000000000e+00
2.494000000000000057e+02,6.224000000000000199e+00,-8.739999999999999505e-03,0.000000000000000000e+00
2.495000000000000000e+02,6.224000000000000199e+00,-8.715000000000000524e-03,0.000000000000000000e+00
2.496999999999999886e+02,6.222000000000000419e+00,-8.824000000000000246e-03,0.000000000000000000e+00
2.499000000000000057e+02,6.222000000000000419e+00,-8.815999999999999184e-03,0.000000000000000000e+00
2.500000000000000000e+02,6.219999999999999751e+00,-8.354000000000000314e-03,0.000000000000000000e+00
2.500999999999999943e+02,6.216999999999999638e+00,-8.106999999999999623e-03,0.000000000000000000e+00
2.501999999999999886e+02,6.217999999999999972e+00,-7.837999999999999481e-03,0.000000000000000000e+00
2.504000000000000057e+02,6.216999999999999638e+00,-7.485000000000000334e-03,0.000000000000000000e+00
2.505000000000000000e+02,6.216000000000000192e+00,-7.054999999999999639e-03,0.000000000000000000e+00
2.505999999999999943e+02,6.216000000000000192e+00,-7.520999999999999908e-03,0.000000000000000000e+00
2.508000000000000114e+02,6.216999999999999638e+00,-7.453000000000000423e-03,0.000000000000000000e+00
2.510000000000000000e+02,6.219000000000000306e+00,-7.903999999999999568e-03,0.000000000000000000e+00
2.510999999999999943e+02,6.219999999999999751e+00,-7.919000000000000691e-03,0.000000000000000000e+00
2.511999999999999886e+02,6.221000000000000085e+00,-7.927999999999999284e-03,0.000000000000000000e+00
2.513000000000000114e+02,6.222000000000000419e+00,-7.926000000000000753e-03,0.000000000000000000e+00
2.515000000000000000e+02,6.222999999999999865e+00,-8.026999999999999413e-03,0.000000000000000000e+00
2.515999999999999943e+02,6.224999999999999645e+00,-8.302000000000000351e-03,0.000000000000000000e+00
2.516999999999999886e+02,6.225999999999999979e+00,-8.319000000000000006e-03,0.000000000000000000e+00
2.519000000000000057e+02,6.227000000000000313e+00,-8.257000000000000450e-03,0.000000000000000000e+00
2.520999999999999943e+02,6.227000000000000313e+00,-8.271999999999999839e-03,0.000000000000000000e+00
2.521999999999999886e+02,6.227000000000000313e+00,-8.151999999999999524e-03,0.000000000000000000e+00
2.523000000000000114e+02,6.227000000000000313e+00,-7.856000000000000136e-03,0.000000000000000000e+00
2.524000000000000057e+02,6.229000000000000092e+00,-8.354000000000000314e-03,0.000000000000000000e+00
2.528000000000000114e+02,6.230000000000000426e+00,-8.692000000000000073e-03,0.000000000000000000e+00
2.529000000000000057e+02,6.232000000000000206e+00,-9.147999999999999882e-03,0.000000000000000000e+00
2.531999999999999886e+02,6.232000000000000206e+00,-9.858000000000000443e-03,0.000000000000000000e+00
2.533000000000000114e+02,6.230999999999999872e+00,-9.854999999999999177e-03,0.000000000000000000e+00
2.535000000000000000e+02,6.230000000000000426e+00,-9.868000000000000035e-03,0.000000000000000000e+00
2.536999999999999886e+02,6.230000000000000426e+00,-8.385000000000000092e-03,0.000000000000000000e+00
2.539000000000000057e+02,6.229000000000000092e+00,-4.629999999999999567e-03,0.000000000000000000e+00
2.540000000000000000e+02,6.229000000000000092e+00,-2.739999999999999923e-04,0.000000000000000000e+00
2.540999999999999943e+02,6.229000000000000092e+00,4.406000000000000194e-03,0.000000000000000000e+00
2.543000000000000114e+02,6.229000000000000092e+00,7.248000000000000102e-03,0.000000000000000000e+00
2.545000000000000000e+02,6.227999999999999758e+00,7.251999999999999766e-03,0.000000000000000000e+00
2.545999999999999943e+02,6.227000000000000313e+00,6.715999999999999748e-03,0.000000000000000000e+00
2.548000000000000114e+02,6.225999999999999979e+00,4.471000000000000148e-03,0.000000000000000000e+00
2.549000000000000057e+02,6.225999999999999979e+00,2.467000000000000009e-03,0.000000000000000000e+00
2.550000000000000000e+02,6.225999999999999979e+00,1.699000000000000098e-04,0.000000000000000000e+00
2.551999999999999886e+02,6.225999999999999979e+00,-3.327999999999999795e-03,0.000000000000000000e+00
2.554000000000000057e+02,6.225999999999999979e+00,-5.281000000000000104e-03,0.000000000000000000e+00
2.555000000000000000e+02,6.227000000000000313e+00,-6.736999999999999933e-03,0.000000000000000000e+00
2.555999999999999943e+02,6.227999999999999758e+00,-7.934999999999999346e-03,0.000000000000000000e+00
2.556999999999999886e+02,6.227000000000000313e+00,-8.824999999999999512e-03,0.000000000000000000e+00
2.559000000000000057e+02,6.227000000000000313e+00,-9.858999999999999708e-03,0.000000000000000000e+00
2.560000000000000000e+02,6.227000000000000313e+00,-1.030000000000000013e-02,0.000000000000000000e+00
2.561000000000000227e+02,6.227999999999999758e+00,-1.097000000000000058e-02,0.000000000000000000e+00
2.563000000000000114e+02,6.227000000000000313e+00,-1.118000000000000070e-02,0.000000000000000000e+00
2.565000000000000000e+02,6.227000000000000313e+00,-1.118000000000000070e-02,0.000000000000000000e+00
2.566000000000000227e+02,6.225999999999999979e+00,-1.163999999999999931e-02,0.000000000000000000e+00
2.566999999999999886e+02,6.225999999999999979e+00,-1.119999999999999989e-02,0.000000000000000000e+00
2.568000000000000114e+02,6.225999999999999979e+00,-1.125999999999999918e-02,0.000000000000000000e+00
2.570000000000000000e+02,6.225999999999999979e+00,-1.119999999999999989e-02,0.000000000000000000e+00
2.571000000000000227e+02,6.225999999999999979e+00,-1.076000000000000047e-02,0.000000000000000000e+00
2.571999999999999886e+02,6.227000000000000313e+00,-1.029000000000000054e-02,0.000000000000000000e+00
2.573999999999999773e+02,6.227000000000000313e+00,-9.514999999999999153e-03,0.000000000000000000e+00
2.576000000000000227e+02,6.225999999999999979e+00,-8.779000000000000345e-03,0.000000000000000000e+00
2.576999999999999886e+02,6.225999999999999979e+00,-8.422000000000000666e-03,0.000000000000000000e+00
2.578000000000000114e+02,6.227000000000000313e+00,-7.808999999999999969e-03,0.000000000000000000e+00
2.578999999999999773e+02,6.227000000000000313e+00,-7.808999999999999969e-03,0.000000000000000000e+00
2.583000000000000114e+02,6.227000000000000313e+00,-7.912999999999999895e-03,0.000000000000000000e+00
2.583999999999999773e+02,6.227000000000000313e+00,-8.342999999999999722e-03,0.000000000000000000e+00
2.586999999999999886e+02,6.227000000000000313e+00,-8.822999999999999246e-03,0.000000000000000000e+00
2.588000000000000114e+02,6.224000000000000199e+00,-9.258999999999999869e-03,0.000000000000000000e+00
2.590000000000000000e+02,6.222999999999999865e+00,-9.218000000000000499e-03,0.000000000000000000e+00
2.591999999999999886e+02,6.224000000000000199e+00,-9.461000000000000659e-03,0.000000000000000000e+00
2.593000000000000114e+02,6.224000000000000199e+00,-9.919000000000000733e-03,0.000000000000000000e+00
2.593999999999999773e+02,6.222999999999999865e+00,-9.988999999999999616e-03,0.000000000000000000e+00
2.596000000000000227e+02,6.222999999999999865e+00,-9.409000000000000696e-03,0.000000000000000000e+00
2.598000000000000114e+02,6.222999999999999865e+00,-9.192999999999999783e-03,0.000000000000000000e+00
2.598999999999999773e+02,6.222000000000000419e+00,-9.201000000000000845e-03,0.000000000000000000e+00
2.600000000000000000e+02,6.219999999999999751e+00,-9.211000000000000437e-03,0.000000000000000000e+00
2.601000000000000227e+02,6.217999999999999972e+00,-9.223999999999999561e-03,0.000000000000000000e+00
2.603000000000000114e+02,6.216000000000000192e+00,-9.164999999999999536e-03,0.000000000000000000e+00
2.603999999999999773e+02,6.213000000000000078e+00,-8.699000000000000135e-03,0.000000000000000000e+00
2.605000000000000000e+02,6.211000000000000298e+00,-7.815000000000000765e-03,0.000000000000000000e+00
2.606999999999999886e+02,6.208999999999999631e+00,-6.956999999999999643e-03,0.000000000000000000e+00
2.608999999999999773e+02,6.208999999999999631e+00,-6.929000000000000263e-03,0.000000000000000000e+00
2.610000000000000000e+02,6.208999999999999631e+00,-6.503000000000000100e-03,0.000000000000000000e+00
2.611000000000000227e+02,6.209999999999999964e+00,-6.511000000000000294e-03,0.000000000000000000e+00
2.611999999999999886e+02,6.209999999999999964e+00,-6.082999999999999866e-03,0.000000000000000000e+00
2.613999999999999773e+02,6.208000000000000185e+00,-5.785000000000000211e-03,0.000000000000000000e+00
2.615000000000000000e+02,6.208000000000000185e+00,-5.742999999999999841e-03,0.000000000000000000e+00
2.616000000000000227e+02,6.208000000000000185e+00,-5.710999999999999931e-03,0.000000000000000000e+00
2.618000000000000114e+02,6.208000000000000185e+00,-5.799999999999999600e-03,0.000000000000000000e+00
2.620000000000000000e+02,6.208000000000000185e+00,-6.150000000000000085e-03,0.000000000000000000e+00
2.621000000000000227e+02,6.208000000000000185e+00,-6.104000000000000051e-03,0.000000000000000000e+00
2.621999999999999886e+02,6.208000000000000185e+00,-6.525999999999999683e-03,0.000000000000000000e+00
2.623000000000000114e+02,6.208000000000000185e+00,-6.943999999999999652e-03,0.000000000000000000e+00
2.625000000000000000e+02,6.206999999999999851e+00,-7.056999999999999905e-03,0.000000000000000000e+00
2.626000000000000227e+02,6.208000000000000185e+00,-7.533999999999999898e-03,0.000000000000000000e+00
2.626999999999999886e+02,6.209999999999999964e+00,-7.738000000000000086e-03,0.000000000000000000e+00
2.628999999999999773e+02,6.211000000000000298e+00,-8.366000000000000172e-03,0.000000000000000000e+00
2.631000000000000227e+02,6.211000000000000298e+00,-8.819000000000000450e-03,0.000000000000000000e+00
2.631999999999999886e+02,6.211999999999999744e+00,-8.829000000000000042e-03,0.000000000000000000e+00
2.633000000000000114e+02,6.213000000000000078e+00,-8.852000000000000493e-03,0.000000000000000000e+00
2.633999999999999773e+02,6.213000000000000078e+00,-8.817000000000000184e-03,0.000000000000000000e+00
2.638000000000000114e+02,6.213000000000000078e+00,-8.352000000000000049e-03,0.000000000000000000e+00
2.638999999999999773e+02,6.216999999999999638e+00,-8.390999999999999154e-03,0.000000000000000000e+00
2.641999999999999886e+02,6.217999999999999972e+00,-8.323999999999999802e-03,0.000000000000000000e+00
2.643999999999999773e+02,6.219000000000000306e+00,-8.359000000000000111e-03,0.000000000000000000e+00
2.645000000000000000e+02,6.217999999999999972e+00,-8.387000000000000358e-03,0.000000000000000000e+00
2.646000000000000227e+02,6.217999999999999972e+00,-8.408000000000000543e-03,0.000000000000000000e+00
2.646999999999999886e+02,6.217999999999999972e+00,-8.613000000000000864e-03,0.000000000000000000e+00
2.648000000000000114e+02,6.216000000000000192e+00,-8.821000000000000715e-03,0.000000000000000000e+00
2.650000000000000000e+02,6.216000000000000192e+00,-8.675000000000000419e-03,0.000000000000000000e+00
2.651000000000000227e+02,6.214000000000000412e+00,-8.765999999999999487e-03,0.000000000000000000e+00
2.653000000000000114e+02,6.214000000000000412e+00,-8.713999999999999524e-03,0.000000000000000000e+00
2.653999999999999773e+02,6.214999999999999858e+00,-8.699999999999999400e-03,0.000000000000000000e+00
2.655000000000000000e+02,6.214000000000000412e+00,-8.706000000000000197e-03,0.000000000000000000e+00
2.656000000000000227e+02,6.214999999999999858e+00,-8.800999999999999795e-03,0.000000000000000000e+00
2.658000000000000114e+02,6.214999999999999858e+00,-9.266999999999999196e-03,0.000000000000000000e+00
2.658999999999999773e+02,6.216000000000000192e+00,-9.213999999999999968e-03,0.000000000000000000e+00
2.660000000000000000e+02,6.216000000000000192e+00,-9.162999999999999270e-03,0.000000000000000000e+00
2.661999999999999886e+02,6.216999999999999638e+00,-8.826000000000000512e-03,0.000000000000000000e+00
2.663999999999999773e+02,6.216999999999999638e+00,-9.166000000000000536e-03,0.000000000000000000e+00
2.665000000000000000e+02,6.217999999999999972e+00,-9.237000000000000419e-03,0.000000000000000000e+00
2.666000000000000227e+02,6.217999999999999972e+00,-9.197999999999999579e-03,0.000000000000000000e+00
2.666999999999999886e+02,6.217999999999999972e+00,-9.412000000000000227e-03,0.000000000000000000e+00
2.668999999999999773e+02,6.219000000000000306e+00,-9.976999999999999758e-03,0.000000000000000000e+00
2.670000000000000000e+02,6.219999999999999751e+00,-1.043000000000000003e-02,0.000000000000000000e+00
2.671000000000000227e+02,6.221000000000000085e+00,-1.119999999999999989e-02,0.000000000000000000e+00
2.673000000000000114e+02,6.221000000000000085e+00,-1.125999999999999918e-02,0.000000000000000000e+00
2.675000000000000000e+02,6.222000000000000419e+00,-1.213000000000000016e-02,0.000000000000000000e+00
2.676000000000000227e+02,6.222999999999999865e+00,-1.263000000000000060e-02,0.000000000000000000e+00
2.676999999999999886e+02,6.222999999999999865e+00,-1.302000000000000032e-02,0.000000000000000000e+00
2.678000000000000114e+02,6.224000000000000199e+00,-1.301000000000000073e-02,0.000000000000000000e+00
2.680000000000000000e+02,6.224000000000000199e+00,-1.286999999999999950e-02,0.000000000000000000e+00
2.681000000000000227e+02,6.225999999999999979e+00,-1.290999999999999960e-02,0.000000000000000000e+00
2.681999999999999886e+02,6.224999999999999645e+00,-1.218999999999999945e-02,0.000000000000000000e+00
2.683999999999999773e+02,6.227000000000000313e+00,-1.116999999999999937e-02,0.000000000000000000e+00
2.686000000000000227e+02,6.227000000000000313e+00,-1.073999999999999955e-02,0.000000000000000000e+00
2.686999999999999886e+02,6.229000000000000092e+00,-9.870000000000000301e-03,0.000000000000000000e+00
2.688000000000000114e+02,6.230999999999999872e+00,-9.912999999999999937e-03,0.000000000000000000e+00
2.688999999999999773e+02,6.232000000000000206e+00,-9.244000000000000480e-03,0.000000000000000000e+00
2.693000000000000114e+02,6.232000000000000206e+00,-8.718999999999999320e-03,0.000000000000000000e+00
2.693999999999999773e+02,6.235000000000000320e+00,-8.706000000000000197e-03,0.000000000000000000e+00
2.696999999999999886e+02,6.237000000000000099e+00,-9.194000000000000783e-03,0.000000000000000000e+00
2.698999999999999773e+02,6.241999999999999993e+00,-9.277000000000000524e-03,0.000000000000000000e+00
2.700000000000000000e+02,6.240999999999999659e+00,-9.383000000000000715e-03,0.000000000000000000e+00
2.701999999999999886e+02,6.240999999999999659e+00,-9.523999999999999480e-03,0.000000000000000000e+00
2.703000000000000114e+02,6.243000000000000327e+00,-9.282999999999999585e-03,0.000000000000000000e+00
2.703999999999999773e+02,6.243000000000000327e+00,-9.268000000000000196e-03,0.000000000000000000e+00
2.706000000000000227e+02,6.243999999999999773e+00,-8.817999999999999450e-03,0.000000000000000000e+00
2.708000000000000114e+02,6.245000000000000107e+00,-8.833999999999999839e-03,0.000000000000000000e+00
2.708999999999999773e+02,6.245000000000000107e+00,-8.826999999999999777e-03,0.000000000000000000e+00
2.710000000000000000e+02,6.246999999999999886e+00,-8.786999999999999672e-03,0.000000000000000000e+00
2.711000000000000227e+02,6.246000000000000441e+00,-8.750000000000000833e-03,0.000000000000000000e+00
2.713000000000000114e+02,6.248000000000000220e+00,-8.770999999999999283e-03,0.000000000000000000e+00
2.713999999999999773e+02,6.248999999999999666e+00,-8.814000000000000654e-03,0.000000000000000000e+00
2.715000000000000000e+02,6.250000000000000000e+00,-8.828000000000000777e-03,0.000000000000000000e+00
2.716999999999999886e+02,6.251999999999999780e+00,-9.175000000000000863e-03,0.000000000000000000e+00
2.718999999999999773e+02,6.250000000000000000e+00,-9.452999999999999597e-03,0.000000000000000000e+00
2.720000000000000000e+02,6.250000000000000000e+00,-9.972999999999999227e-03,0.000000000000000000e+00
2.721000000000000227e+02,6.250000000000000000e+00,-9.986000000000000085e-03,0.000000000000000000e+00
2.721999999999999886e+02,6.251000000000000334e+00,-1.042000000000000044e-02,0.000000000000000000e+00
2.723999999999999773e+02,6.250000000000000000e+00,-1.076000000000000047e-02,0.000000000000000000e+00
2.725000000000000000e+02,6.250000000000000000e+00,-1.076000000000000047e-02,0.000000000000000000e+00
2.726000000000000227e+02,6.250000000000000000e+00,-1.078999999999999924e-02,0.000000000000000000e+00
2.728000000000000114e+02,6.250000000000000000e+00,-1.030999999999999972e-02,0.000000000000000000e+00
2.730000000000000000e+02,6.251000000000000334e+00,-9.865000000000000505e-03,0.000000000000000000e+00
2.731000000000000227e+02,6.250000000000000000e+00,-9.409999999999999962e-03,0.000000000000000000e+00
2.731999999999999886e+02,6.251999999999999780e+00,-8.892000000000000598e-03,0.000000000000000000e+00
2.733000000000000114e+02,6.250000000000000000e+00,-8.772999999999999549e-03,0.000000000000000000e+00
2.735000000000000000e+02,6.250000000000000000e+00,-8.338999999999999191e-03,0.000000000000000000e+00
2.736000000000000227e+02,6.248999999999999666e+00,-7.837999999999999481e-03,0.000000000000000000e+00
2.736999999999999886e+02,6.248999999999999666e+00,-7.816000000000000031e-03,0.000000000000000000e+00
2.738999999999999773e+02,6.251000000000000334e+00,-8.403000000000000747e-03,0.000000000000000000e+00
2.741000000000000227e+02,6.251000000000000334e+00,-8.384000000000000827e-03,0.000000000000000000e+00
2.741999999999999886e+02,6.251999999999999780e+00,-8.765999999999999487e-03,0.000000000000000000e+00
2.743000000000000114e+02,6.253000000000000114e+00,-8.710999999999999993e-03,0.000000000000000000e+00
2.743999999999999773e+02,6.253000000000000114e+00,-9.162000000000000005e-03,0.000000000000000000e+00
2.748000000000000114e+02,6.253000000000000114e+00,-9.286000000000000851e-03,0.000000000000000000e+00
2.748999999999999773e+02,6.256000000000000227e+00,-8.784000000000000141e-03,0.000000000000000000e+00
2.751999999999999886e+02,6.256000000000000227e+00,-8.812000000000000388e-03,0.000000000000000000e+00
2.753999999999999773e+02,6.256000000000000227e+00,-8.829000000000000042e-03,0.000000000000000000e+00
2.755000000000000000e+02,6.254999999999999893e+00,-8.819000000000000450e-03,0.000000000000000000e+00
2.756999999999999886e+02,6.254999999999999893e+00,-8.694999999999999604e-03,0.000000000000000000e+00
2.758000000000000114e+02,6.253999999999999559e+00,-8.729999999999999913e-03,0.000000000000000000e+00
2.758999999999999773e+02,6.253000000000000114e+00,-9.046999999999999487e-03,0.000000000000000000e+00
2.761999999999999886e+02,6.251999999999999780e+00,-8.692000000000000073e-03,0.000000000000000000e+00
2.763000000000000114e+02,6.250000000000000000e+00,-8.718000000000000055e-03,0.000000000000000000e+00
2.763999999999999773e+02,6.250000000000000000e+00,-8.750000000000000833e-03,0.000000000000000000e+00
2.765000000000000000e+02,6.250000000000000000e+00,-8.814000000000000654e-03,0.000000000000000000e+00
2.766000000000000227e+02,6.250000000000000000e+00,-8.828000000000000777e-03,0.000000000000000000e+00
2.768000000000000114e+02,6.248999999999999666e+00,-9.173999999999999863e-03,0.000000000000000000e+00
2.768999999999999773e+02,6.250000000000000000e+00,-9.402000000000000635e-03,0.000000000000000000e+00
2.770000000000000000e+02,6.251000000000000334e+00,-9.402000000000000635e-03,0.000000000000000000e+00
2.771999999999999886e+02,6.251000000000000334e+00,-9.955999999999999572e-03,0.000000000000000000e+00
2.773999999999999773e+02,6.251000000000000334e+00,-1.076000000000000047e-02,0.000000000000000000e+00
2.775000000000000000e+02,6.251000000000000334e+00,-1.073999999999999955e-02,0.000000000000000000e+00
2.776000000000000227e+02,6.250000000000000000e+00,-1.115000000000000019e-02,0.000000000000000000e+00
2.776999999999999886e+02,6.248999999999999666e+00,-1.115999999999999978e-02,0.000000000000000000e+00
2.778999999999999773e+02,6.248000000000000220e+00,-1.086999999999999945e-02,0.000000000000000000e+00
2.780000000000000000e+02,6.246999999999999886e+00,-1.084000000000000068e-02,0.000000000000000000e+00
2.781000000000000227e+02,6.246000000000000441e+00,-1.034999999999999983e-02,0.000000000000000000e+00
2.783999999999999773e+02,6.246000000000000441e+00,-9.997999999999999943e-03,0.000000000000000000e+00
2.785000000000000000e+02,6.246999999999999886e+00,-9.995999999999999677e-03,0.000000000000000000e+00
2.786000000000000227e+02,6.246999999999999886e+00,-9.509000000000000091e-03,0.000000000000000000e+00
2.786999999999999886e+02,6.248999999999999666e+00,-9.459999999999999659e-03,0.000000000000000000e+00
2.788000000000000114e+02,6.246999999999999886e+00,-9.426000000000000351e-03,0.000000000000000000e+00
2.790000000000000000e+02,6.248000000000000220e+00,-9.509000000000000091e-03,0.000000000000000000e+00
2.791000000000000227e+02,6.246999999999999886e+00,-9.527000000000000746e-03,0.000000000000000000e+00
2.791999999999999886e+02,6.246999999999999886e+00,-9.990000000000000616e-03,0.000000000000000000e+00
2.795000000000000000e+02,6.248999999999999666e+00,-9.898000000000000548e-03,0.000000000000000000e+00
2.796000000000000227e+02,6.250000000000000000e+00,-9.934999999999999387e-03,0.000000000000000000e+00
2.796999999999999886e+02,6.251999999999999780e+00,-9.979000000000000023e-03,0.000000000000000000e+00
2.798000000000000114e+02,6.253000000000000114e+00,-1.042000000000000044e-02,0.000000000000000000e+00
